State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage,date_updated
"Texas","2025-07-05","All Results","2.4201019017669587","1.7333810455201903","2.0594092720546238","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2023-09-30","All Results","4.159295116648143","5.5227162134849195","7.54259430985969","Moderate",,"2025-12-11T08:29:03.022Z"
"Virginia","2023-09-23","All Results","2.41547263384291","5.329685805993859","4.48543657859179","Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-04-19","1 Year","1.6272305397395543","2.4206323513959926","2.2998127171157985","Very Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2024-04-27","All Results","2.0824250729587463","1.7199554721670591","1.8920859418544793","Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2022-04-30","All Results","3.3783249120837686","3.2578979893375934","3.3783249120837686","Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2023-01-28","All Results","3.964562411903988","5.985784552031085","4.238535244858968","Moderate",,"2025-12-11T08:29:03.022Z"
"South Dakota","2023-03-04","All Results","3.7603932924892502","4.223989235663678","4.819638890633863","Moderate",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-02-08","All Results","10.595480629423985","6.654152584212768","6.897530634711113","Very High",,"2025-12-11T08:29:03.022Z"
"Tennessee","2023-03-25","All Results","1.8383341810954494","4.100695325350356","3.5217008943371946","Very Low",,"2025-12-11T08:29:03.022Z"
"Texas","2025-08-30","1 Year","9.944970313615126","5.192498601661649","8.354737931047676","Very High",,"2025-12-11T08:29:03.022Z"
"Utah","2023-02-25","All Results","9.355336154530615","5.337972384591993","5.124877960152075","Very High",,"2025-12-11T08:29:03.022Z"
"Utah","2023-10-07","All Results","4.767742461914224","4.913723977106316","5.019892207854733","Moderate",,"2025-12-11T08:29:03.022Z"
"Vermont","2023-11-25","All Results","15.653509676742507","6.771734004804718","7.37939839287076","Very High",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-04-12","All Results","3.1826975844559526","2.2351301030832893","2.6270750786180646","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2024-09-14","All Results","10.639827232903947","7.884387118525771","8.206454771389176","Very High",,"2025-12-11T08:29:03.022Z"
"Virginia","2024-01-27","All Results","6.712081265536428","8.633557535977786","10.601177905085553","High",,"2025-12-11T08:29:03.022Z"
"Washington","2023-07-29","All Results","3.3474508679889157","3.041324449951542","3.642035230153943","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-01-18","All Results","4.770741191854069","6.067038262510874","4.770741191854069","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-07-08","All Results","3.639552852394367","2.079448884588503","2.4144105753699048","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-11-01","6 Months","2.4102130298694076","1.146591823021084","1.0","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-09-21","All Results","9.155303944480622","6.6495024839987185","6.5862134423261685","Very High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2023-02-04","All Results","6.79570827825223","6.029209302025603","6.277667634360189","High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-02-22","1 Year","5.33645607099748","4.916088051120338","5.33645607099748","High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2022-08-27","All Results","5.467008821560503","5.778700331020123","8.900697044191201","High",,"2025-12-11T08:29:03.022Z"
"South Dakota","2025-08-16","1 Year","4.622535416802041","4.68262659988692","3.5841040228661365","Moderate",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-07-26","6 Months","1.7851944252459067","2.573653627532112","2.9199987503813305","Very Low",,"2025-12-11T08:29:03.022Z"
"Texas","2024-07-13","All Results","6.437771346200235","6.392618842317239","6.7062978670576445","High",,"2025-12-11T08:29:03.022Z"
"Texas","2025-05-03","All Results","2.1078255212067676","2.0140624652171395","2.107196838394196","Low",,"2025-12-11T08:29:03.022Z"
"Texas","2023-01-07","All Results","14.810781411225202","7.381271529104262","10.306574630590937","Very High",,"2025-12-11T08:29:03.022Z"
"Utah","2025-10-18","6 Months","1.0","1.5394613661882595","1.5268578308950533","Very Low",,"2025-12-11T08:29:03.022Z"
"Utah","2023-09-09","All Results","4.093054898973908","7.183063483216273","6.268955177348081","Moderate",,"2025-12-11T08:29:03.022Z"
"Washington","2022-11-05","All Results","2.3328352814960462","4.278505718406915","4.56335309631221","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-12-23","All Results","16.311388780998993","10.92266414350925","11.297658036152086","Very High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-11-01","All Results","1.0","1.146591823021084","1.131933672688987","Very Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2024-08-10","All Results","6.599407103762538","9.818732447626637","7.243049140715139","High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-12-06","All Results","1.5231177300793304","2.4036715610044417","1.0","Very Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-10-11","1 Year","2.778713810462058","1.974502654932987","2.245043277101844","Low",,"2025-12-11T08:29:03.022Z"
"South Dakota","2025-10-18","All Results","2.8930439968967328","1.5394613661882595","1.5520649014814656","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2024-11-09","All Results","1.1637589405612907","2.594775005776574","1.3787535698540108","Very Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2022-05-21","All Results",,"6.671691650208928","7.195330518570803","No Data",,"2025-12-11T08:29:03.022Z"
"Texas","2024-10-05","All Results","2.7873486882633887","3.9394764600047827","3.160891994432344","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-10-11","1 Year","3.273957991249943","1.974502654932987","2.0900983881060466","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2024-08-10","All Results","10.349941950950964","9.818732447626637","7.902414664298368","Very High",,"2025-12-11T08:29:03.022Z"
"Washington","2025-05-10","All Results","2.404627186123194","1.7238284184718728","2.6328770779712602","Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-09-27","6 Months","7.211406247140964","3.239009038468878","3.3615756184940446","High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-09-20","6 Months","4.761312519925744","4.891046873631572","4.761312519925744","Moderate",,"2025-12-11T08:29:03.022Z"
"South Carolina","2022-06-25","All Results","8.378283599098008","6.4119645367443","7.1190279475158045","Very High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2023-11-11","All Results","5.144497542804864","4.811432984732276","4.011566413017648","Moderate",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-01-04","All Results","8.689738518610618","6.116876082100209","5.35568638247854","Very High",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-08-23","All Results","4.099075570579386","4.960380989359457","6.288431584090182","Moderate",,"2025-12-11T08:29:03.022Z"
"Utah","2025-09-06","1 Year","13.762491545490917","6.653633924781047","7.961651328255541","Very High",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-01-04","All Results","12.878654489539052","6.116876082100209","11.339871429552549","Very High",,"2025-12-11T08:29:03.022Z"
"Virginia","2024-06-08","All Results","1.0","2.2163106841957334","1.8824710373791766","Very Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-11-29","45 Days","1.156380254448999","1.485298436964814","1.1395025259004963","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-08-03","All Results","7.475834014854332","9.84017555792604","12.24004058174031","High",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-12-21","All Results","4.944328769827475","6.5434453019675285","4.757705781149336","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-03-22","1 Year","3.830008502829568","2.5450695334455484","4.7149841668650785","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-07-26","6 Months","1.0","2.573653627532112","2.9199987503813305","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2022-07-23","All Results","15.03071075347534","10.080636236958096","10.530136470148346","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2023-04-15","All Results","0.43710138465062864","2.1246214818978784","2.4650287412675826","Very Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-11-29","All Results","1.55246406370524","1.485298436964814","1.1395025259004963","Very Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-11-22","6 Months","1.472043176993604","1.6907320402749075","1.000444809391822","Very Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2023-08-19","All Results","5.853142335158315","4.924672315922807","5.853142335158315","High",,"2025-12-11T08:29:03.022Z"
"Texas","2022-08-20","All Results","7.643662274024893","6.905248720494731","7.972613942915587","High",,"2025-12-11T08:29:03.022Z"
"Utah","2023-07-22","All Results","1.3792284030747466","2.1021849714608805","3.0391262148100244","Very Low",,"2025-12-11T08:29:03.022Z"
"Utah","2023-12-09","All Results","7.973292485216083","7.753669217990917","6.695899192997134","Very High",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-11-22","All Results","5.073847408676589","1.6907320402749075","2.3272810582305827","Moderate",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-04-19","1 Year","2.976152419301794","2.4206323513959926","3.326337514716495","Low",,"2025-12-11T08:29:03.022Z"
"Washington","2024-12-28","All Results","2.76435385964423","7.014667397641093","3.6223820777426736","Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-12-06","1 Year","1.0","2.4036715610044417","1.0","Very Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2024-04-13","All Results","1.279829189166428","1.9156964062901893","2.2905040642533407","Very Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-12-06","6 Months","1.9835369352556051","2.4036715610044417","3.18850209752599","Very Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-02-15","All Results","2.6248843331923575","5.6026863675965295","4.005359565406035","Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-10-04","6 Months","3.7526543246659596","2.496407815299542","2.629472754161277","Moderate",,"2025-12-11T08:29:03.022Z"
"Wyoming","2024-05-18","All Results","3.3619011830252328","1.6425465860057469","2.9560620004701703","Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-08-23","6 Months","9.817970154428728","4.960380989359457","6.288431584090182","Very High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-08-30","6 Months","13.972721057714732","5.192498601661649","8.354737931047676","Very High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2023-09-16","All Results","3.840704754612065","5.896661803316102","5.325598853126009","Moderate",,"2025-12-11T08:29:03.022Z"
"South Dakota","2022-12-31","All Results","2.346215735778514","10.335479894874467","8.497664679923307","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-05-31","1 Year","1.1419929599775638","1.4614868201021676","1.3778416845779664","Very Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-11-22","45 Days","7.3790158906683585","1.6907320402749075","1.000444809391822","High",,"2025-12-11T08:29:03.022Z"
"Texas","2024-08-24","All Results","10.104116090417007","9.694130086056498","11.26944612496252","Very High",,"2025-12-11T08:29:03.022Z"
"Texas","2022-05-21","All Results","3.413946296710594","6.671691650208928","7.195330518570803","Moderate",,"2025-12-11T08:29:03.022Z"
"Texas","2022-06-25","All Results","12.503842432896885","6.4119645367443","7.1190279475158045","Very High",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-08-30","1 Year","6.07099844247866","5.192498601661649","8.354737931047676","High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2023-08-26","All Results","2.9653379325212326","5.806433611169631","6.0496291086804215","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2024-12-14","All Results","4.223952799919115","5.2886432668360275","4.223952799919115","Moderate",,"2025-12-11T08:29:03.022Z"
"Texas","2024-12-21","1 Year","2.9357625335289748","6.5434453019675285","4.757705781149336","Low",,"2025-12-11T08:29:03.022Z"
"Texas","2025-05-03","1 Year","2.1078255212067676","2.0140624652171395","2.107196838394196","Low",,"2025-12-11T08:29:03.022Z"
"Utah","2023-03-18","All Results","5.719034415281573","4.162066913920439","5.385556952182535","High",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-08-16","6 Months","1.3967952065003688","4.68262659988692","3.743461466532404","Very Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2022-10-15","All Results","2.671698187459225","3.5940693168789264","2.671698187459225","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-12-07","1 Year","5.551407171102706","5.757488493098828","3.1023543686612376","High",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-11-04","All Results","11.626495294162448","4.96685942682661","3.704363415103358","Very High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2022-12-10","All Results","12.578136804248338","7.679990217675493","9.71517298061955","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-08-23","6 Months","3.091295466272657","4.960380989359457","5.890999880883272","Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2024-08-17","All Results","9.643666437713987","10.194643425008815","10.912073251485586","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-11-22","All Results","1.7851233855336195","1.6907320402749075","1.206414989989902","Very Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2022-08-06","All Results","9.46778357805921","7.729382194745389","8.212898585850073","Very High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2024-09-07","All Results","8.395180108015875","8.565581908905443","8.11086676103315","Very High",,"2025-12-11T08:29:03.022Z"
"Tennessee","2023-02-11","All Results","4.52994731384592","5.944848376822223","6.445476737612393","Moderate",,"2025-12-11T08:29:03.022Z"
"Texas","2025-06-14","6 Months","3.7537428955072274","1.5440424452756494","1.4883271750431368","Moderate",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-03-01","All Results","3.040284222778922","4.123930419552647","4.062875907893554","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-10-25","45 Days","3.279607475445064","1.2487061468048912","1.694428417266956","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-07-19","All Results","1.046119405718672","2.0417560228414526","1.6265610441440725","Very Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-02-08","1 Year","3.3697998199598","6.654152584212768","6.897530634711113","Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-01-04","1 Year","3.192207335045344","6.116876082100209","5.35568638247854","Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-05-17","1 Year","3.116745792286879","1.6264769996410204","2.404928498537936","Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-11-01","6 Months","1.4645898288986943","1.146591823021084","1.1612499733531814","Very Low",,"2025-12-11T08:29:03.022Z"
"Washington","2023-05-27","All Results","1.0","1.5091295561656506","1.4722448575738052","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-07-12","1 Year","1.0","1.715512509066809","1.8333691808675343","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-09-07","All Results","6.423851847763089","8.565581908905443","8.11086676103315","High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2023-12-02","All Results","10.006610980575738","7.454070796690752","7.086004847997406","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2022-12-03","All Results","5.431133879812171","8.461830799741094","10.989667407521162","High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2023-11-04","All Results","3.853162180772757","4.96685942682661","3.704363415103358","Moderate",,"2025-12-11T08:29:03.022Z"
"South Carolina","2023-02-04","All Results","8.932665774876025","6.029209302025603","6.904770879797908","Very High",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-10-18","6 Months","2.1327556030664976","1.5394613661882595","1.2833593662820817","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2024-01-06","All Results","14.506781574642492","13.617203836464467","13.347321550433463","Very High",,"2025-12-11T08:29:03.022Z"
"Utah","2025-07-05","6 Months","1.6096481278711712","1.7333810455201903","2.611985250373551","Very Low",,"2025-12-11T08:29:03.022Z"
"Utah","2025-02-01","All Results","3.511203954126818","6.295062700794311","4.008995799978396","Moderate",,"2025-12-11T08:29:03.022Z"
"Vermont","2024-02-17","All Results","9.689819561833453","6.989171415388756","5.879185609886719","Very High",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-11-15","6 Months","1.8486885733093776","1.4504711116819653","1.8486885733093776","Very Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-08-23","All Results","6.136687245930618","4.960380989359457","6.288431584090182","High",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-04-12","1 Year","3.718769535455595","2.2351301030832893","2.6769882931180664","Moderate",,"2025-12-11T08:29:03.022Z"
"Washington","2024-12-14","All Results","2.354133399507657","5.2886432668360275","4.844824364647256","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-12-30","All Results","22.424803101417865","13.4993924409652","11.946531666907335","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-02-01","1 Year","3.5692042586810526","6.295062700794311","4.008995799978396","Moderate",,"2025-12-11T08:29:03.022Z"
"Wyoming","2022-08-27","All Results","5.270881969547836","5.778700331020123","4.8164032325515365","Moderate",,"2025-12-11T08:29:03.022Z"
"Tennessee","2023-09-30","All Results","3.5484087520702836","5.5227162134849195","3.9373449412087034","Moderate",,"2025-12-11T08:29:03.022Z"
"Texas","2022-01-08","All Results","32.08557462272384","25.37472264867117","27.563979960738756","Very High",,"2025-12-11T08:29:03.022Z"
"Texas","2025-11-22","6 Months","0.9621055718871465","1.6907320402749075","1.000444809391822","Very Low",,"2025-12-11T08:29:03.022Z"
"Utah","2025-05-03","All Results","1.7032040836236213","2.0140624652171395","2.43452845543772","Very Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2022-06-18","All Results","3.3925980392631736","5.61638305479238","3.3925980392631736","Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2024-06-22","All Results","2.281018965212451","3.743052738429699","3.6608654072206894","Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-09-20","1 Year","5.12211592628751","4.891046873631572","4.761312519925744","Moderate",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-07-26","1 Year","2.1951011377088974","2.573653627532112","2.9199987503813305","Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2024-06-01","All Results","1.0","1.9368984999951473","1.9440440064356865","Very Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-11-29","All Results","1.156380254448999","1.485298436964814","1.1395025259004963","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-08-30","1 Year","5.15248613873845","5.192498601661649","8.354737931047676","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-04-22","All Results","6.576182871060787","1.9190153641105934","1.6736846374924919","High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2023-03-18","All Results","4.36253747011483","4.162066913920439","5.399687931356493","Moderate",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2022-02-12","All Results","5.170846145282335","4.213673464815251","5.121311896926148","Moderate",,"2025-12-11T08:29:03.022Z"
"Wyoming","2023-02-11","All Results","3.306595469452832","5.944848376822223","5.830393700347297","Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2022-11-12","All Results","2.3554844155160612","4.284762404201096","3.5612506069559524","Low",,"2025-12-11T08:29:03.022Z"
"South Dakota","2025-09-27","All Results","3.160172675972069","3.239009038468878","3.116442458443712","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2022-11-26","All Results","3.0782441949350594","5.698851681187387","4.184441831491393","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2024-04-06","All Results","4.077385181148523","1.8647765315246563","2.672111454407835","Moderate",,"2025-12-11T08:29:03.022Z"
"Tennessee","2022-07-16","All Results","10.703801262097581","9.833909554055126","10.703801262097581","Very High",,"2025-12-11T08:29:03.022Z"
"Texas","2022-08-06","All Results","12.208532936535594","7.729382194745389","8.212898585850073","Very High",,"2025-12-11T08:29:03.022Z"
"Texas","2023-07-22","All Results","2.9682541206492874","2.1021849714608805","2.294092208230909","Low",,"2025-12-11T08:29:03.022Z"
"Utah","2025-04-19","All Results","1.8963146870288716","2.4206323513959926","1.8895373277294243","Very Low",,"2025-12-11T08:29:03.022Z"
"Utah","2025-08-16","6 Months","9.977295550207785","4.68262659988692","7.6811947890301475","Very High",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-08-30","All Results","6.07099844247866","5.192498601661649","8.354737931047676","High",,"2025-12-11T08:29:03.022Z"
"Virginia","2022-12-17","All Results","9.371752376572275","8.675803569795058","7.72877460204511","Very High",,"2025-12-11T08:29:03.022Z"
"Virginia","2023-07-01","All Results","1.0","1.6528192804597865","1.7297009914777262","Very Low",,"2025-12-11T08:29:03.022Z"
"Washington","2023-09-16","All Results","10.326919104811758","5.896661803316102","4.8069848660526","Very High",,"2025-12-11T08:29:03.022Z"
"Washington","2025-11-08","All Results","1.549512074800763","1.567831707929676","1.6242621952991871","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-09-06","6 Months","3.957584244545374","6.653633924781047","9.357526429563775","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2022-04-23","All Results","1.6783643039686962","3.139403259235416","3.3082331002198253","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-08-19","All Results","7.872798597862017","4.924672315922807","5.853142335158315","Very High",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-04-26","1 Year","1.3718996706876587","2.240837431518174","1.9999017619809316","Very Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-10-11","All Results","1.3470209815140375","1.974502654932987","1.8589069217599272","Very Low",,"2025-12-11T08:29:03.022Z"
"Wyoming","2024-01-13","All Results","10.489416940475014","10.076038474202292","10.391363800046504","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-08-30","All Results","3.9668891365349563","5.192498601661649","6.11126596570719","Moderate",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-12-06","6 Months","1.0","2.4036715610044417","1.6188410244828932","Very Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2023-07-08","All Results","2.1662207727801404","2.079448884588503","2.4144105753699048","Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2024-06-01","All Results","1.2042801965630212","1.9368984999951473","1.9440440064356865","Very Low",,"2025-12-11T08:29:03.022Z"
"Texas","2023-07-29","All Results","3.012962389412632","3.041324449951542","3.148782916576921","Low",,"2025-12-11T08:29:03.022Z"
"Texas","2023-07-08","All Results","2.3199976345031184","2.079448884588503","2.4144105753699048","Low",,"2025-12-11T08:29:03.022Z"
"Texas","2025-10-04","All Results","2.4303064257597953","2.496407815299542","2.313251883055033","Low",,"2025-12-11T08:29:03.022Z"
"Texas","2022-05-07","All Results","1.7570795245802853","4.460699899811297","4.592277842089029","Very Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2023-07-08","All Results","1.6182447836526825","2.079448884588503","1.6182447836526825","Very Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2024-12-14","1 Year","5.534995698739217","5.2886432668360275","6.099146422582702","High",,"2025-12-11T08:29:03.022Z"
"Vermont","2025-07-26","1 Year","1.9135845008513515","2.573653627532112","1.9135845008513515","Very Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2023-08-05","All Results","3.36396534932204","4.506353913701386","5.291957873228139","Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2025-07-26","All Results","2.1951011377088974","2.573653627532112","2.9199987503813305","Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2023-12-30","All Results","8.50458683611738","13.4993924409652","11.946531666907335","Very High",,"2025-12-11T08:29:03.022Z"
"Washington","2025-02-15","All Results","3.8726240013589566","5.6026863675965295","4.005359565406035","Moderate",,"2025-12-11T08:29:03.022Z"
"Washington","2025-09-27","1 Year","7.211406247140964","3.239009038468878","3.3615756184940446","High",,"2025-12-11T08:29:03.022Z"
"Washington","2025-07-26","All Results","3.973009607195167","2.573653627532112","3.64256211218662","Moderate",,"2025-12-11T08:29:03.022Z"
"Washington","2025-06-07","All Results","1.629083417562508","1.615215579627301","2.5496360143622114","Very Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-03-15","All Results","4.52808476370756","4.004607300172638","5.760510620928678","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-11-01","All Results","2.4102130298694076","1.146591823021084","1.0","Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2024-09-07","All Results","9.464566583786867","8.565581908905443","8.621737300215266","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2024-08-31","All Results","10.316183884881857","9.235529759761183","10.316183884881857","Very High",,"2025-12-11T08:29:03.022Z"
"Wyoming","2025-06-21","6 Months","0.9350546680966012","1.6002657196816186","2.470856063253083","Very Low",,"2025-12-11T08:29:03.022Z"
"South Dakota","2022-08-20","All Results","8.583961979975747","6.905248720494731","8.623473434656885","Very High",,"2025-12-11T08:29:03.022Z"
"South Dakota","2022-10-08","All Results","1.8313083611914482","3.228093562073017","2.801205309719609","Very Low",,"2025-12-11T08:29:03.022Z"
"Utah","2022-02-19","All Results","3.3056506805787045","3.3672285876461396","3.313446783368553","Low",,"2025-12-11T08:29:03.022Z"
"Utah","2025-01-18","All Results","3.9310804501856604","6.067038262510874","3.356417215464839","Moderate",,"2025-12-11T08:29:03.022Z"
"Virginia","2022-02-26","All Results","3.1586425527679602","1.877926962064676","3.1586425527679602","Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2024-11-16","All Results","1.0","2.8773575944466225","1.4478866085440047","Very Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-03-15","1 Year","2.0472494248133057","4.004607300172638","1.9892232893663286","Low",,"2025-12-11T08:29:03.022Z"
"Washington","2025-07-05","6 Months","2.77850840334433","1.7333810455201903","2.611985250373551","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-07-20","All Results","9.0098595203179","7.907663221123571","9.061071037609647","Very High",,"2025-12-11T08:29:03.022Z"
"West Virginia","2024-04-06","All Results","2.45159123056298","1.8647765315246563","2.672111454407835","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-08-05","All Results","5.5761931480743385","4.506353913701386","5.291957873228139","High",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-06-24","All Results","2.662411061289518","1.125393504274204","1.074734697388502","Low",,"2025-12-11T08:29:03.022Z"
"West Virginia","2025-08-16","All Results","3.508986938738167","4.68262659988692","5.6217917332414356","Moderate",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-11-22","All Results","1.0","1.6907320402749075","2.175049090559913","Very Low",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-11-15","45 Days","1.9086724379813178","1.4504711116819653","1.0","Very Low",,"2025-12-11T08:29:03.022Z"
"Tennessee","2025-06-21","1 Year","2.120361407749201","1.6002657196816186","1.6636919450509937","Low",,"2025-12-11T08:29:03.022Z"
"Texas","2024-02-10","All Results","11.375629473322864","6.9005801379812866","9.98223114021515","Very High",,"2025-12-11T08:29:03.022Z"
"Texas","2023-04-29","All Results","1.9832853812374964","1.6706928071927936","1.5743861297816975","Very Low",,"2025-12-11T08:29:03.022Z"
"Vermont","2023-04-15","All Results","1.7776448358665236","2.1246214818978784","1.4659431650731927","Very Low",,"2025-12-11T08:29:03.022Z"
"Virginia","2022-02-19","All Results","4.507495895480515","3.3672285876461396","5.130696394754603","Moderate",,"2025-12-11T08:29:03.022Z"
"West Virginia","2023-12-09","All Results","11.464559660281882","7.753669217990917","6.841780596373573","Very High",,"2025-12-11T08:29:03.022Z"
"West Virginia","2022-05-14","All Results","3.343718192632092","5.530430866184956","5.545025491878187","Low",,"2025-12-11T08:29:03.022Z"
"Wisconsin","2025-04-26","All Results","1.3718996706876587","2.240837431518174","1.9999017619809316","Very Low",,"2025-12-11T08:29:03.022Z"
