Week_Ending_Date,Data_Collection_Period,State/Territory,State/Territory_WVAL,WVAL_Category,Coverage,National_WVAL,Regional_WVAL,date_updated
"2025-07-05","All Results","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-08","All Results","Ohio","8.471653912928614","Moderate",,"8.47318666824106","9.100036253858022","2025-12-11T08:09:27.575Z"
"2024-02-10","All Results","Oklahoma","1.0","Very Low",,"6.942547508502605","6.257961770804424","2025-12-11T08:09:27.575Z"
"2025-08-09","All Results","Oklahoma","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-23","All Results","Oregon","0.19710206052684914","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-03-25","All Results","Utah","2.5943442235265772","Very Low",,"1.4021156078105","1.693881961235843","2025-12-11T08:09:27.575Z"
"2024-06-01","All Results","Utah","3.085595935279614","Low",,"1.0","1.795916630626226","2025-12-11T08:09:27.575Z"
"2024-08-03","All Results","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-07-01","All Results","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","1 Year","Vermont","19.566004756984082","Very High",,"10.648901270441513","11.309109178542935","2025-12-11T08:09:27.575Z"
"2025-07-12","All Results","Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-05","All Results","Alabama","1.0","Very Low",,"1.7751939452915582","1.0","2025-12-11T08:09:27.575Z"
"2025-11-22","45 Days","Alabama","4.751045536476191","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","All Results","Connecticut","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-09","All Results","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","6 Months","Florida","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-09","All Results","Georgia","4.844044544562285","Low",,"4.632118287045177","3.3460197596521004","2025-12-11T08:09:27.575Z"
"2025-05-24","1 Year","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-10-05","All Results","Hawaii","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","6 Months","Indiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","All Results","Kansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-04-22","All Results","Kansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-05-03","All Results","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-03-19","All Results","Kentucky","8.5397778193643","Moderate",,"3.325090199865298","3.5001084343220805","2025-12-11T08:09:27.575Z"
"2025-09-13","All Results","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-27","6 Months","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-04-08","All Results","Minnesota","1.4102504691035858","Very Low",,"1.0734111026990503","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","All Results","Minnesota","1.200979704680495","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-18","1 Year","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-06-01","All Results","New Jersey","1.0590632430481004","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-10-07","All Results","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-07","1 Year","New Jersey","1.408276596854238","Very Low",,"1.554927319672013","1.6524754803271862","2025-12-11T08:09:27.575Z"
"2025-11-01","6 Months","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-23","1 Year","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-04-13","All Results","North Carolina","1.0","Very Low",,"2.91607407675488","2.0486657183695707","2025-12-11T08:09:27.575Z"
"2025-11-01","6 Months","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-26","All Results","South Dakota","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","6 Months","South Dakota","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-25","All Results","Tennessee","11.264061232307718","High",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-07","All Results","Tennessee","2.501601909637503","Very Low",,"1.554927319672013","1.4573791590168397","2025-12-11T08:09:27.575Z"
"2025-03-22","1 Year","Tennessee","6.275615490614696","Moderate",,"3.7217366413958355","4.158290996364622","2025-12-11T08:09:27.575Z"
"2024-03-16","All Results","Texas","2.451700788724116","Very Low",,"3.1389819665341925","2.1913460113715058","2025-12-11T08:09:27.575Z"
"2022-12-17","All Results","Texas","3.9653446679484636","Low",,"14.653267313295938","10.398363611504491","2025-12-11T08:09:27.575Z"
"2025-05-03","1 Year","Texas","1.0407984026038422","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-26","1 Year","Utah","3.787062809501564","Low",,"1.0","1.1684523299218723","2025-12-11T08:09:27.575Z"
"2025-06-28","All Results","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-10-21","All Results","Virginia","2.1614219291687666","Very Low",,"1.3419655661590166","1.1118220831553767","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","West Virginia","6.807447319414861","Moderate",,"7.129394767706322","7.062712215105654","2025-12-11T08:09:27.575Z"
"2025-09-27","6 Months","Alaska","1.77675449858569","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-21","1 Year","Arizona","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-04-01","All Results","California","1.0","Very Low",,"1.082714417652879","1.288822554997422","2025-12-11T08:09:27.575Z"
"2024-08-31","All Results","Colorado","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","Delaware","7.062712215105654","Moderate",,"7.129394767706322","7.062712215105654","2025-12-11T08:09:27.575Z"
"2023-02-04","All Results","Florida","2.970816815675571","Low",,"2.255143585406013","1.7811451745784421","2025-12-11T08:09:27.575Z"
"2025-11-08","1 Year","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-08","1 Year","Guam","1.0","Very Low",,"8.47318666824106","9.174935030850602","2025-12-11T08:09:27.575Z"
"2025-11-08","6 Months","Idaho","1.8660354523527758","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-09","All Results","Illinois","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-10-21","All Results","Illinois","1.0","Very Low",,"1.3419655661590166","1.0","2025-12-11T08:09:27.575Z"
"2025-10-18","6 Months","Indiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-25","6 Months","Iowa","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-30","All Results","Kansas","5.790538937284138","Low",,"3.3935302103988225","5.664415324194724","2025-12-11T08:09:27.575Z"
"2024-12-28","All Results","Kansas","14.35507906507904","High",,"8.150383607740117","5.837357975973589","2025-12-11T08:09:27.575Z"
"2025-08-16","1 Year","Kansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-28","1 Year","Kentucky",,"No Data",,"8.150383607740117","8.39059074811128","2025-12-11T08:09:27.575Z"
"2025-07-12","All Results","Louisiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-02-11","All Results","Maine","1.8310118715261203","Very Low",,"1.9717459895346947","2.9796475697289493","2025-12-11T08:09:27.575Z"
"2024-01-13","All Results","Massachusetts","8.478840038115921","Moderate",,"7.3881041272571295","8.034648880209138","2025-12-11T08:09:27.575Z"
"2023-07-01","All Results","Massachusetts","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-01-07","All Results","Massachusetts","7.833103697509812","Moderate",,"8.39826505363874","10.957651031233693","2025-12-11T08:09:27.575Z"
"2023-07-29","All Results","Minnesota","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-13","All Results","Nevada","17.025631079374378","High",,"7.3881041272571295","7.538993875697273","2025-12-11T08:09:27.575Z"
"2025-10-04","6 Months","Nevada","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-11","6 Months","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-14","1 Year","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-26","1 Year","New Jersey","1.1441209511449362","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-25","All Results","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-02","All Results","New Mexico","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","All Results","North Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-03-09","All Results","Oregon","1.2231946521436488","Very Low",,"4.632118287045177","2.96305676337207","2025-12-11T08:09:27.575Z"
"2022-01-01","All Results","Oregon","1.1930744004464904","Very Low",,"1.0965372002232452","1.1930744004464904","2025-12-11T08:09:27.575Z"
"2025-03-15","All Results","Pennsylvania","3.38643534965238","Low",,"5.432361858469325","8.974748984533688","2025-12-11T08:09:27.575Z"
"2025-10-04","All Results","South Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-21","All Results","South Dakota","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-15","1 Year","Tennessee","10.084810306560971","Moderate",,"17.219929653790864","14.213822173816837","2025-12-11T08:09:27.575Z"
"2025-07-19","All Results","Texas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-11-19","All Results","Texas","15.510093223587699","High",,"8.066354785156424","9.043171635597728","2025-12-11T08:09:27.575Z"
"2025-05-17","All Results","Utah","1.5230493907360123","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-07-22","All Results","Utah","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-21","1 Year","Utah","1.2256554180120194","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","1 Year","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","1 Year","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-06-01","All Results","Washington","1.0","Very Low",,"1.0","1.795916630626226","2025-12-11T08:09:27.575Z"
"2025-04-19","1 Year","Alabama","1.0","Very Low",,"1.1543867907071528","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","All Results","Alaska","13.55463251075997","High",,"10.648901270441513","17.559422378572847","2025-12-11T08:09:27.575Z"
"2025-07-26","1 Year","Arizona","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-15","All Results","Arkansas","18.79339693662624","Very High",,"17.219929653790864","14.213822173816837","2025-12-11T08:09:27.575Z"
"2025-10-25","45 Days","Arkansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-04-27","All Results","California","2.7801968357418496","Low",,"2.017771606867681","2.789769670919205","2025-12-11T08:09:27.575Z"
"2025-02-15","1 Year","California","13.824606622116416","High",,"17.219929653790864","14.618529514027905","2025-12-11T08:09:27.575Z"
"2025-09-20","6 Months","Connecticut","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-26","1 Year","Connecticut","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-07-20","All Results","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-10-21","All Results","Delaware","1.0","Very Low",,"1.3419655661590166","1.1118220831553767","2025-12-11T08:09:27.575Z"
"2024-04-27","All Results","District of Columbia","2.621400295200539","Very Low",,"2.017771606867681","1.687173307821294","2025-12-11T08:09:27.575Z"
"2025-07-19","6 Months","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-28","1 Year","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-11","1 Year","Guam","3.729654242970461","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-10-14","All Results","Hawaii","7.688121793928344","Moderate",,"1.3866011673308356","1.498006795206048","2025-12-11T08:09:27.575Z"
"2023-12-16","All Results","Hawaii","14.035625523309623","High",,"7.444367759823258","10.145129802637978","2025-12-11T08:09:27.575Z"
"2024-05-18","All Results","Idaho","1.7950234845257331","Very Low",,"1.748350924760166","1.9379897120070324","2025-12-11T08:09:27.575Z"
"2024-11-02","All Results","Idaho","1.426445459562596","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","1 Year","Idaho","1.2228828319210963","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-28","1 Year","Kentucky","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","All Results","Maine","1.647309432142541","Very Low",,"1.7305745870615572","1.647309432142541","2025-12-11T08:09:27.575Z"
"2025-09-27","6 Months","Maryland","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-15","All Results","Missouri","1.0","Very Low",,"5.432361858469325","5.594934978386469","2025-12-11T08:09:27.575Z"
"2025-08-09","6 Months","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","6 Months","Missouri","1.0","Very Low",,"1.7305745870615572","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","1 Year","Montana","7.551366137740564","Moderate",,"1.7305745870615572","1.9651741248458208","2025-12-11T08:09:27.575Z"
"2024-07-13","All Results","Nebraska","7.793901518967179","Moderate",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-13","All Results","Nebraska","8.655755936743212","Moderate",,"7.3881041272571295","6.304521069024512","2025-12-11T08:09:27.575Z"
"2024-01-27","All Results","New Hampshire","7.111009550074494","Moderate",,"7.137480096880067","8.634658983582039","2025-12-11T08:09:27.575Z"
"2025-07-26","6 Months","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","6 Months","North Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-09-07","All Results","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-01","1 Year","Rhode Island","12.276804799404882","High",,"17.918784602336146","19.951032596955585","2025-12-11T08:09:27.575Z"
"2025-08-30","6 Months","South Dakota","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-11-18","All Results","Texas","3.07318892608543","Low",,"2.294293656015861","2.4603674090866248","2025-12-11T08:09:27.575Z"
"2024-03-30","All Results","Vermont","4.994915447022432","Low",,"3.3935302103988225","4.7847978376043265","2025-12-11T08:09:27.575Z"
"2025-11-08","All Results","Vermont","1.339935721871282","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-18","All Results","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-11","All Results","Virginia","39.85048612713142","Very High",,"9.89490965126393","9.791129477062343","2025-12-11T08:09:27.575Z"
"2024-07-20","All Results","Washington","1.0","Very Low",,"1.0","1.1681725595111416","2025-12-11T08:09:27.575Z"
"2024-04-06","All Results","West Virginia","1.0","Very Low",,"2.6915611093471954","2.283204413718119","2025-12-11T08:09:27.575Z"
"2025-05-17","1 Year","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-08","1 Year","Alaska","17.825300899212387","Very High",,"18.869898987596738","15.187110294460183","2025-12-11T08:09:27.575Z"
"2025-03-22","1 Year","Alaska","22.377778993596763","Very High",,"3.7217366413958355","3.2937845973868805","2025-12-11T08:09:27.575Z"
"2023-03-18","All Results","California","1.0","Very Low",,"1.2473696396410263","1.359452364260654","2025-12-11T08:09:27.575Z"
"2025-01-04","1 Year","California","16.556310345260048","High",,"10.648901270441513","17.559422378572847","2025-12-11T08:09:27.575Z"
"2023-11-04","All Results","Colorado","1.0","Very Low",,"1.6669733464389154","2.708111744250365","2025-12-11T08:09:27.575Z"
"2024-02-24","All Results","Connecticut","6.125826111054424","Low",,"6.108822871438287","8.822084197277864","2025-12-11T08:09:27.575Z"
"2024-05-25","All Results","District of Columbia","1.0","Very Low",,"1.3708703998888334","1.0","2025-12-11T08:09:27.575Z"
"2025-11-08","45 Days","District of Columbia","1.4450474862512666","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-01","1 Year","District of Columbia","12.642734873674744","High",,"17.918784602336146","15.761659794390514","2025-12-11T08:09:27.575Z"
"2023-11-25","All Results","Florida","7.190937901138206","Moderate",,"2.978125220926851","3.6897482075567964","2025-12-11T08:09:27.575Z"
"2024-12-14","1 Year","Florida","6.3954385750095515","Moderate",,"2.2528061690543764","2.2116107005750845","2025-12-11T08:09:27.575Z"
"2024-09-21","All Results","Idaho","1.6807085578720367","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-06-28","1 Year","Indiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-07-20","All Results","Iowa","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-09","All Results","Iowa","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-15","1 Year","Kentucky","18.89046524648617","Very High",,"17.219929653790864","14.213822173816837","2025-12-11T08:09:27.575Z"
"2024-09-28","All Results","Louisiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-08-26","All Results","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-02-17","All Results","Maine","10.643043799526886","Moderate",,"6.4930535268181195","8.870459083929049","2025-12-11T08:09:27.575Z"
"2025-12-06","1 Year","Maine","3.242709055623524","Low",,"3.1165447076921016","3.611321776272425","2025-12-11T08:09:27.575Z"
"2022-11-26","All Results","Maine",,"No Data",,"12.198450054292769","8.063251217136159","2025-12-11T08:09:27.575Z"
"2025-09-13","6 Months","Maryland","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","6 Months","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-23","6 Months","Montana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","1 Year","Montana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-10-26","All Results","Nevada","1.626412528410298","Very Low",,"1.0","1.0100727031549654","2025-12-11T08:09:27.575Z"
"2025-07-19","1 Year","Nevada","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-02-18","All Results","New Hampshire","1.4244217546624223","Very Low",,"1.6822740252896287","1.6733565073037617","2025-12-11T08:09:27.575Z"
"2025-06-21","6 Months","New Hampshire","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-02-10","All Results","New Jersey","8.641249135661123","Moderate",,"6.942547508502605","8.654165084132888","2025-12-11T08:09:27.575Z"
"2024-03-30","All Results","New Jersey","3.908070367400472","Low",,"3.3935302103988225","4.7847978376043265","2025-12-11T08:09:27.575Z"
"2025-03-08","1 Year","North Carolina","7.454264399598021","Moderate",,"8.47318666824106","7.454264399598021","2025-12-11T08:09:27.575Z"
"2025-05-17","1 Year","North Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-04-01","All Results","Oklahoma","1.0","Very Low",,"1.082714417652879","1.0","2025-12-11T08:09:27.575Z"
"2022-12-03","All Results","Oregon","55.714001750384185","Very High",,"15.16517012452989","18.197182011608785","2025-12-11T08:09:27.575Z"
"2025-09-06","1 Year","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","45 Days","South Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-16","All Results","Tennessee","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-06-01","All Results","Tennessee","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-05","6 Months","Tennessee","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-05-25","All Results","Utah","3.031018874864748","Low",,"1.3708703998888334","1.8679192117350927","2025-12-11T08:09:27.575Z"
"2025-10-25","All Results","Vermont","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-10","All Results","Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-30","1 Year","Virginia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-29","All Results","Washington","1.0","Very Low",,"1.7305745870615572","1.9651741248458208","2025-12-11T08:09:27.575Z"
"2025-10-11","6 Months","Washington","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-05-18","All Results","Alabama","1.0","Very Low",,"1.748350924760166","1.0","2025-12-11T08:09:27.575Z"
"2025-09-13","All Results","Alabama","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-04-20","All Results","Alaska","1.8045832859271203","Very Low",,"2.0546091442228613","2.4197690630604685","2025-12-11T08:09:27.575Z"
"2025-05-03","All Results","Alaska","2.4905465818176373","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-12","1 Year","Alaska","2.597224627893848","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-06-08","All Results","Arkansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-21","1 Year","Connecticut","6.138212047928483","Low",,"4.32802195626957","4.212171620285803","2025-12-11T08:09:27.575Z"
"2023-08-26","All Results","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-10-04","1 Year","Delaware","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-01","All Results","District of Columbia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-20","All Results","District of Columbia","12.004489810400344","High",,"7.129394767706322","7.062712215105654","2025-12-11T08:09:27.575Z"
"2025-09-13","6 Months","Georgia","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-05-17","All Results","Idaho","1.2941522718014484","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-19","1 Year","Idaho","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","All Results","Illinois","5.826977902144806","Low",,"10.648901270441513","7.238226487297023","2025-12-11T08:09:27.575Z"
"2022-12-10","All Results","Illinois","21.693316156484872","Very High",,"14.666495181164702","15.06788619135856","2025-12-11T08:09:27.575Z"
"2025-08-02","All Results","Illinois","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-06","6 Months","Illinois","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","45 Days","Illinois","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-05-10","All Results","Iowa","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-30","6 Months","Kansas","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2022-07-16","All Results","Kentucky","12.891001119397027","High",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2023-06-03","All Results","Kentucky",,"No Data",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-27","1 Year","Louisiana","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-09-28","All Results","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-29","All Results","Maine","4.0867353811798495","Low",,"1.9588761788141453","2.8825056182316855","2025-12-11T08:09:27.575Z"
"2025-05-17","1 Year","Maine","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-09-20","1 Year","Maryland","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-04-12","All Results","Massachusetts","2.5375550805974654","Very Low",,"1.2423980151562468","1.0","2025-12-11T08:09:27.575Z"
"2025-01-11","1 Year","Massachusetts","12.67011644411312","High",,"9.89490965126393","9.998689825465519","2025-12-11T08:09:27.575Z"
"2025-11-08","1 Year","Massachusetts","1.544534514281322","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-07-26","All Results","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-08-23","1 Year","Missouri","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-08-03","All Results","Nebraska","8.088502658747833","Moderate",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-01-04","All Results","New Jersey","14.231044938846393","High",,"10.648901270441513","11.309109178542935","2025-12-11T08:09:27.575Z"
"2025-08-23","6 Months","New Jersey","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-11-15","1 Year","New York","4.918581968841559","Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-03-22","All Results","North Carolina","3.064999849959015","Low",,"3.7217366413958355","4.158290996364622","2025-12-11T08:09:27.575Z"
"2024-04-06","All Results","Ohio","1.0","Very Low",,"2.6915611093471954","4.820594448471706","2025-12-11T08:09:27.575Z"
"2025-06-28","All Results","Ohio","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-15","1 Year","Ohio","47.836559880451915","Very High",,"17.219929653790864","20.319589425937416","2025-12-11T08:09:27.575Z"
"2023-11-18","All Results","Oklahoma","1.0","Very Low",,"2.294293656015861","2.4603674090866248","2025-12-11T08:09:27.575Z"
"2022-12-31","All Results","Oregon","5.287161328313266","Low",,"12.548922788212845","12.736099071632502","2025-12-11T08:09:27.575Z"
"2025-01-04","1 Year","Oregon","5.417375970539439","Low",,"10.648901270441513","17.559422378572847","2025-12-11T08:09:27.575Z"
"2025-06-21","All Results","Pennsylvania","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-12-21","1 Year","Pennsylvania","3.404310438209384","Low",,"4.32802195626957","4.212171620285803","2025-12-11T08:09:27.575Z"
"2025-07-12","6 Months","Rhode Island","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-11-23","All Results","South Carolina","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2025-02-15","All Results","South Carolina","12.454083714931183","High",,"17.219929653790864","14.213822173816837","2025-12-11T08:09:27.575Z"
"2025-08-30","All Results","Tennessee","1.0","Very Low",,"1.0","1.0","2025-12-11T08:09:27.575Z"
"2024-01-13","All Results","Texas","8.42361382113153","Moderate",,"7.3881041272571295","7.237214378816985","2025-12-11T08:09:27.575Z"
